"user","weekday","daytime","stress","valence","arousal","n_traj","speed","accuracy","clicks","wheels"
"klwgjgpjpl9arhd21h1z","Thursday","morning",0,5,4,45,0.332090438821755,0.666137386865381,0.0133222314737719,0.00511478529796598
"l7uu7d1aja3rlt6d2gxq","Thursday","afternoon",0,7,1,191,0.22647458672002,0.673197598187395,0.00524429262190575,0.00312733046260434
"l7uu7d1aja3rlt6d2gxq","Friday","morning",0,7,1,6,0.474763753206415,0.764457390966933,0.00414593698175788,0
"l7uu7d1aja3rlt6d2gxq","Friday","afternoon",0,7,1,79,0.225520950183735,0.710418786820235,0.00392850975651874,0.00423070281471249
"l7uu7d1aja3rlt6d2gxq","Monday","afternoon",0,7,2,57,0.192842726858716,0.686080657914677,0.003847114664002,0.00659505370971771
"l7uu7d1aja3rlt6d2gxq","Tuesday","morning",0,7,1,83,0.286023453732292,0.697095696392095,0.00617407890774019,0.00135528561389419
"1e6hi9l7oy39vft7zebt","Friday","afternoon",0,4,4,144,0.30940484445682,0.65513393532186,0.00689125207605166,0.0122951835601497
"1y0lz8rl5msoelqw3ghs","Monday","morning",0,5,3,246,0.256729191921331,0.599901057290526,0.00693999336943309,0.000486241573654547
"l7uu7d1aja3rlt6d2gxq","Tuesday","afternoon",0,6,2,108,0.18271614298246,0.679723380223331,0.00396523807950302,0.0115652777318838
"l7uu7d1aja3rlt6d2gxq","Wednesday","morning",0,7,1,101,0.259145344772489,0.708674915470106,0.0059094719195306,0.00440067057837385
"l7uu7d1aja3rlt6d2gxq","Wednesday","afternoon",0,7,1,271,0.219513882669676,0.663004216199339,0.00661811110921589,0.0021150664369659
"l7uu7d1aja3rlt6d2gxq","Thursday","morning",0,7,1,49,0.294560216175132,0.686994932454337,0.00445125510799766,0.0226941039112668
"l7uu7d1aja3rlt6d2gxq","Thursday","afternoon",0,7,2,110,0.221831576992591,0.678779781567468,0.00362222137491898,0.00998970526556602
"l7uu7d1aja3rlt6d2gxq","Friday","morning",0,7,3,57,0.313200320896978,0.707556954540212,0.00479199944440586,0.00902840475032988
"l7uu7d1aja3rlt6d2gxq","Friday","afternoon",0,6,2,6,0.741474801003712,0.763271893163198,0.00540540540540541,0
"l7uu7d1aja3rlt6d2gxq","Monday","afternoon",0,7,3,89,0.298930669031529,0.696696632945592,0.00470014010032991,0.00253084466940841
"l7uu7d1aja3rlt6d2gxq","Tuesday","morning",0,7,3,69,0.237308268878111,0.693945707218116,0.00453882314799805,0.0050251256281407
"l7uu7d1aja3rlt6d2gxq","Tuesday","afternoon",0,6,4,35,0.310820609340057,0.714459146758544,0.0037281330656725,0.016346429595641
"1y0lz8rl5msoelqw3ghs","Monday","afternoon",1,3,5,32,0.350452660134196,0.626993182384378,0.00936648501362398,0.00408719346049046
"l7uu7d1aja3rlt6d2gxq","Wednesday","morning",0,7,3,3,0.579185149881578,0.808720710506425,0.00340425531914894,0
"l7uu7d1aja3rlt6d2gxq","Wednesday","afternoon",0,7,2,3,0.809150605166866,0.755389296693645,0.00353982300884956,0
"laeazs3hhwqpollobeee","Wednesday","morning",0,4,2,113,0.28471418299394,0.605760501609759,0.00557700557700558,0.00963300963300963
"laeazs3hhwqpollobeee","Thursday","morning",0,3,1,43,0.326861140578027,0.609558872160866,0.0060223121729687,0.00404778359166749
"laeazs3hhwqpollobeee","Monday","morning",0,4,2,203,0.319348690394871,0.626593235681085,0.00521588491159358,0.00611972056414409
"laeazs3hhwqpollobeee","Monday","afternoon",0,4,4,52,0.410831468660465,0.646571520699786,0.00755429650613787,0.00245514636449481
"laeazs3hhwqpollobeee","Tuesday","afternoon",0,4,3,74,0.336961577835107,0.62900509908342,0.00691021797672883,0.000558914689294243
"laeazs3hhwqpollobeee","Wednesday","afternoon",0,4,2,238,0.319938937411644,0.620163897778769,0.00495677826564215,0.0076667124039517
"laeazs3hhwqpollobeee","Thursday","morning",0,5,2,41,0.442819765686213,0.663810197066734,0.0047827162529892,0.00395811000247382
"1y0lz8rl5msoelqw3ghs","Tuesday","afternoon",0,4,5,30,0.281220943243663,0.633193186751394,0.00706486833654464,0.00166987797045601
"laeazs3hhwqpollobeee","Monday","morning",0,2,3,228,0.347285735750078,0.651135235503291,0.00621219849887051,0.00419004590832908
"laeazs3hhwqpollobeee","Monday","afternoon",0,3,3,71,0.330121908188723,0.62652050796227,0.00625759690271463,0.00432179354432089
"laeazs3hhwqpollobeee","Wednesday","morning",0,5,5,99,0.360702436126894,0.646933000534982,0.00559873291833953,0.00346237430476261
"laeazs3hhwqpollobeee","Thursday","morning",0,4,3,28,0.374153191249607,0.629232419947603,0.00578522357478607,0.000964203929131011
"laeazs3hhwqpollobeee","Friday","morning",0,4,2,82,0.369792127433364,0.638444294980596,0.00622568093385214,0.00521858548867018
"laeazs3hhwqpollobeee","Friday","afternoon",0,5,2,138,0.315318129771205,0.636740797354749,0.00469353948094975,0.0181215802419557
"1y0lz8rl5msoelqw3ghs","Wednesday","morning",0,5,3,141,0.263069613619938,0.629702038261702,0.00529628957084922,0.006779250650687
"laeazs3hhwqpollobeee","Tuesday","morning",0,4,2,265,0.395454621222907,0.671833659345824,0.00652071997840633,0.0070037362731031
"laeazs3hhwqpollobeee","Tuesday","afternoon",1,2,5,257,0.317300957559064,0.620171493194241,0.00582934965780514,0.0131203356604877
"laeazs3hhwqpollobeee","Wednesday","morning",0,5,2,112,0.39669539085556,0.640888016318151,0.00703549728173969,0.000675123476530576
"laeazs3hhwqpollobeee","Thursday","morning",0,6,1,91,0.295801876338706,0.626897936611177,0.00433328022940895,0.0332961605862673
"laeazs3hhwqpollobeee","Thursday","afternoon",0,7,1,73,0.436588493246452,0.677644235177065,0.00456349206349206,0.00421626984126984
"laeazs3hhwqpollobeee","Friday","afternoon",0,6,1,130,0.428225229940996,0.679512752930115,0.00462403447007514,0.00465030739320057
"laeazs3hhwqpollobeee","Monday","morning",0,5,1,70,0.416022675228195,0.674818097928504,0.00542568835251762,0.00689620201815324
"laeazs3hhwqpollobeee","Monday","afternoon",0,5,2,84,0.411971919304456,0.680024466779315,0.00492957746478873,0.00054773082942097
"1y0lz8rl5msoelqw3ghs","Wednesday","afternoon",0,5,3,12,0.423375110602669,0.6322811707375,0.00749197288619336,0.0313949339992865
"laeazs3hhwqpollobeee","Wednesday","morning",0,5,1,85,0.298035859411953,0.633006752118548,0.00648190680345021,0.0140356249681009
"laeazs3hhwqpollobeee","Tuesday","afternoon",0,4,2,141,0.338328291367846,0.640050096419332,0.00528130472854641,0.0037489054290718
"laeazs3hhwqpollobeee","Wednesday","morning",0,4,2,110,0.319032830502894,0.601955906218084,0.00481975702051384,0.030511850229038
"laeazs3hhwqpollobeee","Wednesday","afternoon",0,4,2,9,0.505186693059299,0.694037002928193,0.00581583198707593,0.00323101777059774
"laeazs3hhwqpollobeee","Thursday","morning",0,4,1,94,0.409235482923234,0.633796786839452,0.00491785752467838,0.00848152239763373
"laeazs3hhwqpollobeee","Friday","morning",0,4,1,58,0.372786902968772,0.62537656819591,0.00580635796196836,0.00776600377413268
"laeazs3hhwqpollobeee","Monday","afternoon",0,3,2,51,0.433713679445355,0.635514986512875,0.00489372580527354,0.00167993572419838
"lhkdvvktsisrtvuanvu1","Thursday","morning",0,5,3,227,0.215751490484406,0.517067432449601,0.00701262272089762,0.00232473246364003
"lhkdvvktsisrtvuanvu1","Thursday","afternoon",0,5,3,61,0.308437684418108,0.653103725928308,0.0108340947656964,0
"1y0lz8rl5msoelqw3ghs","Thursday","morning",0,4,4,105,0.135838621468344,0.558787054342103,0.00385443827230473,0.0160601594679364
"lhkdvvktsisrtvuanvu1","Friday","morning",0,5,5,18,0.24564339752524,0.599515433227533,0.0145156200694225,0
"lhkdvvktsisrtvuanvu1","Friday","afternoon",0,6,4,129,0.248317390601727,0.556801247134155,0.00613382403925647,0.00256020481638531
"lhkdvvktsisrtvuanvu1","Monday","morning",1,3,5,76,0.260606516255576,0.561741960014762,0.00598130841121495,0.00271028037383178
"lhkdvvktsisrtvuanvu1","Tuesday","morning",0,5,5,165,0.194286060666727,0.520287104083933,0.00697679809007255,0.00245694550680296
"lhkdvvktsisrtvuanvu1","Tuesday","afternoon",0,6,3,187,0.239055720964647,0.538017171973904,0.00642364620533208,0.0126002290950745
"lhkdvvktsisrtvuanvu1","Wednesday","morning",0,5,3,116,0.281113576576304,0.633475594205244,0.019669551534225,0
"lhkdvvktsisrtvuanvu1","Wednesday","afternoon",0,5,5,187,0.220037324330286,0.541555484128754,0.00770712909441233,0.00697871140561117
"lhkdvvktsisrtvuanvu1","Thursday","morning",0,6,2,65,0.230339083957303,0.574039032359241,0.00620941096046485,0.00205081462914435
"lhkdvvktsisrtvuanvu1","Thursday","afternoon",0,5,3,57,0.309951058175575,0.657009742672723,0.0115443515137236,0.00141359406290494
"1y0lz8rl5msoelqw3ghs","Thursday","afternoon",0,4,6,11,0.420178492017959,0.645313842350684,0.00700280112044818,0.00280112044817927
"lhkdvvktsisrtvuanvu1","Friday","morning",0,5,3,149,0.225873417802793,0.5290869246423,0.00565683721190736,0.0129099106667787
"lhkdvvktsisrtvuanvu1","Friday","afternoon",0,4,3,58,0.287660465005919,0.586753490090706,0.00884098340801744,0.00563158532154536
"lhkdvvktsisrtvuanvu1","Tuesday","morning",0,5,5,116,0.231625487626404,0.567135447392202,0.00838402745281547,0.00620028076743098
"lhkdvvktsisrtvuanvu1","Wednesday","morning",0,4,5,144,0.206111448173955,0.509058608145991,0.0083233052547132,0.0165129027944912
"lhkdvvktsisrtvuanvu1","Friday","morning",0,6,5,163,0.200956770719964,0.542437752726432,0.00910782217532558,0.0213256324105184
"lhkdvvktsisrtvuanvu1","Friday","afternoon",0,6,5,137,0.202890091149398,0.53120986026054,0.00813875168387966,0.0342669510552313
"lhkdvvktsisrtvuanvu1","Monday","morning",0,5,5,146,0.252949540879512,0.563882780093226,0.0077103168409552,0.00983299516154206
"1y0lz8rl5msoelqw3ghs","Friday","afternoon",0,5,5,169,0.17340990282003,0.575809839696187,0.00900978451120484,0.00140598548104789
"lhkdvvktsisrtvuanvu1","Tuesday","morning",1,3,5,218,0.240559526767114,0.569559796183743,0.00700015427337242,0.00597809318111694
"lhkdvvktsisrtvuanvu1","Wednesday","morning",1,3,5,182,0.291957224941421,0.564240357551693,0.00740795798027848,0.0144442792725831
"lhkdvvktsisrtvuanvu1","Thursday","morning",1,3,5,233,0.288107181574098,0.568923849438173,0.0061389337641357,0.0176987973433854
"lhkdvvktsisrtvuanvu1","Thursday","afternoon",1,3,6,147,0.376431398548001,0.657739702659998,0.0170584442229908,0
"lhkdvvktsisrtvuanvu1","Friday","morning",0,5,4,234,0.26961664042301,0.558160918059266,0.00640109621219536,0.019790545169815
"lhkdvvktsisrtvuanvu1","Monday","morning",0,5,5,126,0.277748617301016,0.557248976169205,0.00530471999517753,0.00527457954065947
"lhkdvvktsisrtvuanvu1","Tuesday","morning",1,3,6,46,0.243949587618048,0.532645443552947,0.00806834361651637,0.00324315772820756
"lhkdvvktsisrtvuanvu1","Tuesday","afternoon",0,4,5,82,0.277223399673781,0.560886681398402,0.0066879147290872,0.00950937875542087
"lhkdvvktsisrtvuanvu1","Wednesday","morning",0,4,5,100,0.149834806789266,0.502215406827503,0.00708965627115944,0.00649221332696061
"1y0lz8rl5msoelqw3ghs","Monday","morning",1,2,6,165,0.16412454317213,0.553116735059456,0.00676401428281127,0.00754782709669928
"lhkdvvktsisrtvuanvu1","Thursday","morning",0,4,5,167,0.207106150134658,0.522815247089572,0.0067621547591874,0.0222266605797763
"lhkdvvktsisrtvuanvu1","Thursday","afternoon",0,4,5,283,0.241707520102647,0.52149073411328,0.00741324682018707,0.000848960781043919
"lhkdvvktsisrtvuanvu1","Friday","morning",0,6,5,27,0.325531913107127,0.686859051999673,0.0104300091491308,0
"lhkdvvktsisrtvuanvu1","Monday","afternoon",0,5,5,133,0.237301822040441,0.54529960844381,0.00752552711841931,0.00842063386818724
"lhkdvvktsisrtvuanvu1","Wednesday","afternoon",0,5,5,467,0.395390061177647,0.601745562727647,0.0100022426553039,0.00329221798609554
"lhkdvvktsisrtvuanvu1","Thursday","morning",0,5,5,134,0.242656481694631,0.624874155144234,0.0215386411393883,0
"lhkdvvktsisrtvuanvu1","Thursday","afternoon",0,5,6,230,0.26226689126326,0.557003005166174,0.00851511482503325,0.0142514042992398
"ls92bzfpvyij6no5wwr7","Tuesday","afternoon",0,4,4,29,0.21106717302957,0.599857842546194,0.013353115727003,0.0300032970656116
"ls92bzfpvyij6no5wwr7","Wednesday","morning",0,4,4,166,0.165033502394831,0.56574378093333,0.00481315100952757,0.0101199585328528
"1y0lz8rl5msoelqw3ghs","Monday","afternoon",1,2,6,213,0.162357807508897,0.563724395171317,0.00731797462116546,0.00687446100776149
"ls92bzfpvyij6no5wwr7","Thursday","morning",0,4,3,6,0.36937857091622,0.624071113264427,0.00923593618807725,0
"ls92bzfpvyij6no5wwr7","Monday","morning",0,5,5,93,0.20979569404538,0.561640744281771,0.00783304425670005,0.00598668382476361
"ls92bzfpvyij6no5wwr7","Monday","afternoon",0,3,3,215,0.184093209460905,0.562259955474361,0.00701359203419766,0.0198121176440474
"ls92bzfpvyij6no5wwr7","Tuesday","morning",0,2,2,61,0.265576131274662,0.612090508703906,0.0130718954248366,0.0100217864923747
"ls92bzfpvyij6no5wwr7","Tuesday","afternoon",0,3,3,158,0.246322216414564,0.588967128017213,0.011729394573674,0.00454168476758422
"ls92bzfpvyij6no5wwr7","Wednesday","afternoon",0,2,2,162,0.217113421266338,0.587999665809835,0.00968040918609042,0.0127355737873743
"ls92bzfpvyij6no5wwr7","Thursday","afternoon",0,5,5,66,0.2380309667313,0.582575550714329,0.0122988031366075,0.000907965332232769
"ls92bzfpvyij6no5wwr7","Monday","morning",0,3,4,144,0.252332374728908,0.580620444094522,0.0105569440817697,0.0123848248591786
"1e6hi9l7oy39vft7zebt","Monday","morning",0,2,4,146,0.335039595067672,0.677219763288471,0.00532350532350532,0.0228375228375228
"1y0lz8rl5msoelqw3ghs","Tuesday","morning",0,4,4,24,0.417772132324372,0.651424732513477,0.00688037529319781,0.0328381548084441
"ls92bzfpvyij6no5wwr7","Tuesday","morning",0,5,5,3,0.504116596242879,0.746950150771845,0.00920598388952819,0
"ls92bzfpvyij6no5wwr7","Tuesday","afternoon",0,2,2,95,0.22187513254448,0.544491517362582,0.0120998986707993,0.000357632473028551
"ls92bzfpvyij6no5wwr7","Monday","afternoon",0,5,5,193,0.267267146254747,0.600822145092169,0.0091947806098303,0.0128794537218579
"ls92bzfpvyij6no5wwr7","Tuesday","morning",0,5,5,146,0.255129921461919,0.565182732078626,0.00935206376765843,0.0128245600189409
"ls92bzfpvyij6no5wwr7","Tuesday","afternoon",0,5,5,116,0.171476775650061,0.617837365810192,0.00559785042543663,0.0334191670398567
"1y0lz8rl5msoelqw3ghs","Tuesday","afternoon",0,5,5,72,0.205840010076113,0.59709736797228,0.00532899534414091,0.00723621473046502
"ls92bzfpvyij6no5wwr7","Friday","afternoon",0,4,4,49,0.197830719669354,0.565481369317851,0.00701884004432952,0.00766531215367566
"ls92bzfpvyij6no5wwr7","Monday","morning",0,5,5,155,0.225251513374334,0.565001163632887,0.0116822429906542,0.0135903426791277
"ls92bzfpvyij6no5wwr7","Wednesday","morning",0,4,3,36,0.26154492019056,0.556306143984316,0.0112387612387612,0.000374625374625375
"ls92bzfpvyij6no5wwr7","Wednesday","afternoon",0,4,3,8,0.454330727505471,0.635111440995883,0.0071465033180194,0.00102092904543134
"ls92bzfpvyij6no5wwr7","Thursday","morning",0,5,4,126,0.238110996984256,0.590320393287921,0.0117818583024667,0.00989045630073292
"ls92bzfpvyij6no5wwr7","Friday","morning",1,3,5,13,0.337316723082244,0.594559168895881,0.00764574705320166,0.0388658808537751
"ls92bzfpvyij6no5wwr7","Friday","afternoon",1,3,5,0,NA,NA,0.00884955752212389,0
"1y0lz8rl5msoelqw3ghs","Wednesday","afternoon",0,4,4,163,0.146316484744495,0.556455027006744,0.0077997111218103,0.00237522067083935
"ls92bzfpvyij6no5wwr7","Monday","afternoon",0,4,4,43,0.266049193154986,0.572250496965899,0.0099815157116451,0.00616142945163278
"ls92bzfpvyij6no5wwr7","Tuesday","morning",0,5,3,78,0.188328575985648,0.554739434523935,0.00912793147029911,0.00617890745681786
"ls92bzfpvyij6no5wwr7","Wednesday","morning",0,5,3,26,0.164778810815025,0.581100365211422,0.0126262626262626,0.00126262626262626
"ls92bzfpvyij6no5wwr7","Wednesday","afternoon",0,5,3,68,0.279711133760249,0.556790895031579,0.0130931377100938,0
"ls92bzfpvyij6no5wwr7","Friday","morning",0,5,2,49,0.224887464871537,0.582107099384053,0.00912214192631205,0.0229830588792797
"ls92bzfpvyij6no5wwr7","Friday","afternoon",0,6,2,47,0.231475864576943,0.575063517240036,0.0101338787653403,0.00148754183711417
"ls92bzfpvyij6no5wwr7","Monday","afternoon",0,6,2,21,0.196520334447465,0.600904474829321,0.0057742782152231,0.0385826771653543
"ls92bzfpvyij6no5wwr7","Wednesday","morning",0,3,3,122,0.230020038869363,0.552475766964885,0.00812934284027431,0.00331531858849176
"1y0lz8rl5msoelqw3ghs","Thursday","morning",0,4,4,79,0.239693228681112,0.612609873801043,0.00504201680672269,0.0145483193277311
"ls92bzfpvyij6no5wwr7","Thursday","morning",0,4,3,140,0.233851711076457,0.530703634170608,0.00990609464187074,0.00729147486650709
"ls92bzfpvyij6no5wwr7","Thursday","afternoon",0,4,3,99,0.230984498862815,0.53271709005411,0.00870221551303112,0.0085246192780713
"luujnv8ch4i4kesdsdqe","Thursday","afternoon",0,4,4,70,0.387854298874925,0.670348748793729,0.011179947304707,0.00185145624154383
"luujnv8ch4i4kesdsdqe","Friday","morning",0,6,1,234,0.33755039674116,0.639453862280586,0.00883698911156699,0.000473410130976803
"luujnv8ch4i4kesdsdqe","Friday","afternoon",0,7,1,129,0.465987506471226,0.689821568384809,0.0108991825613079,0.000365521366385326
"luujnv8ch4i4kesdsdqe","Monday","morning",1,3,5,287,0.310867008367656,0.639204628466195,0.0102157247281155,0.0226243537172401
"luujnv8ch4i4kesdsdqe","Tuesday","morning",0,4,3,202,0.341023351309552,0.664183213560213,0.00624878333657777,0.0074362468366751
"luujnv8ch4i4kesdsdqe","Tuesday","afternoon",0,6,1,140,0.390629057519148,0.655886787589203,0.00967615131081612,3.02379728463004e-05
"1y0lz8rl5msoelqw3ghs","Thursday","afternoon",0,4,4,76,0.231992094911795,0.618369981116063,0.00565953432954376,0.0176239884823512
"luujnv8ch4i4kesdsdqe","Thursday","morning",0,5,1,226,0.3352222568778,0.659470223680916,0.00911797107563931,0.00253146754799241
"luujnv8ch4i4kesdsdqe","Thursday","afternoon",0,5,3,212,0.333831783745606,0.651063301727624,0.00781660850026294,0.0060955203901133
"luujnv8ch4i4kesdsdqe","Friday","morning",0,4,4,152,0.370071631355192,0.650134517392083,0.00826940007546221,0.00823795748962395
"luujnv8ch4i4kesdsdqe","Monday","morning",0,5,2,214,0.341923738257272,0.663787054175758,0.0073700543056633,0.0198968648747319
"luujnv8ch4i4kesdsdqe","Tuesday","morning",0,5,1,185,0.293681767477897,0.620884310042031,0.00938270221823885,0.00137239524983195
"luujnv8ch4i4kesdsdqe","Wednesday","morning",0,4,3,208,0.333902205915158,0.662388347158627,0.00886438809261301,0.0354796030871003
"luujnv8ch4i4kesdsdqe","Wednesday","afternoon",0,4,3,80,0.380379427580485,0.663975461281221,0.00921508398143912,0.00143781452192667
"luujnv8ch4i4kesdsdqe","Thursday","morning",0,5,2,226,0.354984258031481,0.664762282108393,0.00925167840183396,0.0152693630260357
"1y0lz8rl5msoelqw3ghs","Tuesday","morning",0,5,3,90,0.242985360129513,0.621395632633951,0.00729891956782713,0.00225690276110444
"luujnv8ch4i4kesdsdqe","Thursday","afternoon",0,5,2,170,0.363445340964785,0.672002595873158,0.00720093532444067,0
"luujnv8ch4i4kesdsdqe","Monday","morning",0,7,1,42,0.311812942957636,0.641128902055666,0.0120179609086107,0
"luujnv8ch4i4kesdsdqe","Tuesday","morning",0,3,4,215,0.328298619292346,0.650692286396163,0.00648921610269479,0.0015810090141111
"luujnv8ch4i4kesdsdqe","Tuesday","afternoon",0,6,2,138,0.299413421469071,0.65655822364686,0.00839407233410481,0.00172717537738782
"luujnv8ch4i4kesdsdqe","Friday","morning",0,6,1,197,0.269925254939799,0.644132350129339,0.00896445884387713,0.00219239482594821
"luujnv8ch4i4kesdsdqe","Monday","morning",0,5,2,108,0.302843489317579,0.679960391166936,0.0077584678134421,0.00527575811314063
"1y0lz8rl5msoelqw3ghs","Tuesday","afternoon",0,4,4,8,0.51647922073933,0.635925115378091,0.00922131147540984,0
"luujnv8ch4i4kesdsdqe","Monday","afternoon",0,5,2,73,0.377480413265534,0.669986834789417,0.00716515686575567,0.00122831260555811
"luujnv8ch4i4kesdsdqe","Tuesday","morning",0,7,1,12,0.339791189341772,0.710339900670447,0.00692574066948826,0.00115429011158138
"luujnv8ch4i4kesdsdqe","Wednesday","morning",0,3,3,67,0.293281626827606,0.640193790024322,0.00590631364562118,0.00196877121520706
"luujnv8ch4i4kesdsdqe","Wednesday","afternoon",0,4,2,177,0.330599370419323,0.637259970005006,0.0101656511222021,0.00192902415873113
"luujnv8ch4i4kesdsdqe","Thursday","afternoon",0,5,2,60,0.30588105599955,0.644495269748133,0.0102198069592019,0.00405547895206424
"luujnv8ch4i4kesdsdqe","Friday","morning",0,6,2,178,0.32009244546151,0.662115444379541,0.0066567523546491,0.00351722021575431
"luujnv8ch4i4kesdsdqe","Tuesday","morning",0,5,2,80,0.365129489455067,0.653766599754005,0.00784419799837706,0.00221801460643765
"luujnv8ch4i4kesdsdqe","Wednesday","morning",0,5,2,76,0.294596383501021,0.636143600804268,0.00683587140439932,0.0126565143824027
"3nodks6dyzuxjv1cdvd1","Thursday","morning",1,2,6,207,0.278718044717235,0.564264307208174,0.00672645739910314,0.0230349437346645
"luujnv8ch4i4kesdsdqe","Wednesday","afternoon",0,6,2,76,0.36959818449173,0.676654465703854,0.00884527676041739,0.00469905327897174
"luujnv8ch4i4kesdsdqe","Thursday","afternoon",0,6,1,153,0.332296838533447,0.650375519028858,0.00882916400588611,0.00785740067190493
"luujnv8ch4i4kesdsdqe","Tuesday","morning",0,5,2,86,0.258772120958168,0.629593165225881,0.00782511489255993,0.0247174264066576
"luujnv8ch4i4kesdsdqe","Tuesday","afternoon",0,6,2,6,0.600907400867905,0.6994213231929,0.00811541929666366,0
"luujnv8ch4i4kesdsdqe","Wednesday","morning",0,3,2,167,0.333810863373487,0.65488001101078,0.0122926829268293,0.00338211382113821
"luujnv8ch4i4kesdsdqe","Friday","morning",0,3,4,248,0.36308516205514,0.668182895040735,0.0095828529306141,7.56043623717088e-05
"luujnv8ch4i4kesdsdqe","Monday","morning",0,6,2,118,0.313610404650335,0.614122857629607,0.00936671087533156,0.00775033156498674
"luujnv8ch4i4kesdsdqe","Tuesday","morning",0,5,2,176,0.327714018073097,0.650273445809337,0.0093322818086225,0.0214773922187171
"luujnv8ch4i4kesdsdqe","Tuesday","afternoon",0,5,2,179,0.2133899908273,0.6625660809823,0.0114793213149523,0.00182926829268293
"luujnv8ch4i4kesdsdqe","Wednesday","morning",0,5,1,139,0.254820088982556,0.629929339869038,0.0130713680558357,0.00580949691370476
"3nodks6dyzuxjv1cdvd1","Friday","morning",0,5,5,59,0.340088909594376,0.64000842178947,0.00558254936420966,0.0131293290602709
"luujnv8ch4i4kesdsdqe","Wednesday","afternoon",0,6,2,226,0.280406962066339,0.632337703273346,0.00876001311659718,0.00306834684030543
"lx7xaldoo8rvm5g2loqn","Tuesday","morning",1,2,6,63,0.370675162907815,0.643884124625883,0.00989040363539161,0
"lx7xaldoo8rvm5g2loqn","Wednesday","morning",0,4,4,29,0.345952298440803,0.652465441612943,0.00954338569960358,0.00367053296138599
"lx7xaldoo8rvm5g2loqn","Wednesday","afternoon",0,6,4,74,0.244428446408265,0.630697614733038,0.00853808353808354,0.0208230958230958
"lx7xaldoo8rvm5g2loqn","Thursday","morning",0,5,3,110,0.265602571968918,0.644987094285646,0.00875620230996956,0.0389442521786265
"lx7xaldoo8rvm5g2loqn","Thursday","afternoon",0,5,3,49,0.31375098815793,0.641548566851183,0.0083583542968433,0.00527468960480403
"lx7xaldoo8rvm5g2loqn","Monday","morning",0,5,3,77,0.299625237956867,0.649988352456291,0.00635998283194818,0.0065160560302782
"lx7xaldoo8rvm5g2loqn","Tuesday","morning",0,5,4,20,0.312638922340589,0.630616783984509,0.00683903252710592,0
"lx7xaldoo8rvm5g2loqn","Tuesday","afternoon",0,5,5,83,0.335931683010034,0.639913680693702,0.00874681933842239,0.00773960983884648
"lx7xaldoo8rvm5g2loqn","Wednesday","morning",1,2,6,217,0.296505531129609,0.611479976910383,0.00748934869414035,0.0112531285225731
"3nodks6dyzuxjv1cdvd1","Friday","afternoon",0,5,4,163,0.299785390524024,0.602990356235404,0.00703899231267945,0.0104427155691396
"lx7xaldoo8rvm5g2loqn","Wednesday","afternoon",1,1,6,15,0.34105532975572,0.619434182487092,0.00558222619180529,0
"lx7xaldoo8rvm5g2loqn","Thursday","morning",1,3,5,19,0.37781152533585,0.649771355694566,0.011414503133393,0.00201432408236347
"lx7xaldoo8rvm5g2loqn","Thursday","afternoon",0,4,5,58,0.121405239844673,0.531342343539864,0.00407860585836114,0.0348998887652948
"lx7xaldoo8rvm5g2loqn","Friday","morning",0,5,4,66,0.328831160669044,0.621521336549284,0.00675593426658551,0.0269628727936701
"lx7xaldoo8rvm5g2loqn","Monday","morning",0,4,5,102,0.19140007704172,0.544326059777605,0.00835924359039706,0.0385340741118304
"lx7xaldoo8rvm5g2loqn","Monday","afternoon",0,4,4,17,0.396251045092744,0.624335537659045,0.00793447658049654,0.00511901714870745
"lx7xaldoo8rvm5g2loqn","Tuesday","morning",0,4,4,195,0.296146927566829,0.634266072693227,0.00753152992557601,0.00715272516600562
"lx7xaldoo8rvm5g2loqn","Wednesday","morning",0,6,2,7,0.761980070438586,0.660563750916511,0.0110294117647059,0
"lx7xaldoo8rvm5g2loqn","Monday","afternoon",0,5,4,83,0.338175717293741,0.654843356909222,0.00711667026094458,0.00841061030838904
"lx7xaldoo8rvm5g2loqn","Thursday","morning",0,5,5,36,0.282173595292861,0.633441609328374,0.00615304619117775,0.0123060923823555
"1e6hi9l7oy39vft7zebt","Monday","afternoon",0,4,2,172,0.433397047630388,0.70166034174463,0.00572873179330179,0.0233787920957417
"3nodks6dyzuxjv1cdvd1","Monday","morning",0,4,3,146,0.285119999250893,0.576310623511405,0.00405108486679484,0.0371463883548476
"lx7xaldoo8rvm5g2loqn","Thursday","afternoon",0,5,5,201,0.267588714661285,0.620470975641888,0.00704785722405365,0.0316698874616346
"lx7xaldoo8rvm5g2loqn","Friday","morning",0,5,2,31,0.292677940331067,0.633657665948511,0.00734255859926574,0.0189212086981079
"lx7xaldoo8rvm5g2loqn","Friday","afternoon",0,5,3,76,0.201023925078971,0.610236885573066,0.00491857485326941,0.0107051335041746
"lx7xaldoo8rvm5g2loqn","Monday","morning",0,6,4,152,0.193277686687149,0.579044738780459,0.0091437822280849,0.027131550545629
"lx7xaldoo8rvm5g2loqn","Monday","afternoon",0,5,4,7,0.348430789386772,0.656530068898935,0.00681431005110733,0.0519591141396934
"lx7xaldoo8rvm5g2loqn","Tuesday","afternoon",0,6,5,129,0.213802943241498,0.615223711882037,0.00726401046017506,0.0216104311190208
"lx7xaldoo8rvm5g2loqn","Wednesday","morning",0,6,3,54,0.26854066053857,0.645089655833387,0.00987876066457117,0.0139200718455321
